0,1,2,3
440499999,不详乡镇,广东省珠海市不详县不详乡镇,广东省珠海市不详县不详乡镇
440500000,汕头市,广东省汕头市,广东省汕头市
440507000,龙湖区,广东省汕头市龙湖区,广东省汕头市龙湖区
440507001,金霞街道,广东省汕头市龙湖区金霞街道,广东省汕头市龙湖区金霞街道
440507002,龙祥街道,广东省汕头市龙湖区龙祥街道,广东省汕头市龙湖区龙祥街道
440507003,鸥汀街道,广东省汕头市龙湖区鸥汀街道,广东省汕头市龙湖区鸥汀街道
440507004,新津街道,广东省汕头市龙湖区新津街道,广东省汕头市龙湖区新津街道
440507006,龙华街道,广东省汕头市龙湖区龙华街道,广东省汕头市龙湖区龙华街道
440507007,外砂街道,广东省汕头市龙湖区外砂街道,广东省汕头市龙湖区外砂街道
440507008,珠池街道,广东省汕头市龙湖区珠池街道,广东省汕头市龙湖区珠池街道
440507009,新溪街道,广东省汕头市龙湖区新溪街道,广东省汕头市龙湖区新溪街道
440507010,新海街道,广东省汕头市龙湖区新海街道,广东省汕头市龙湖区新海街道
440507011,龙腾街道,广东省汕头市龙湖区龙腾街道,广东省汕头市龙湖区龙腾街道
440507999,不详乡镇,广东省汕头市龙湖区不详乡镇,广东省汕头市龙湖区不详乡镇
440511000,金平区,广东省汕头市金平区,广东省汕头市金平区
440511006,鮀莲街道,广东省汕头市金平区鮀莲街道,广东省汕头市金平区鮀莲街道
440511007,鮀江街道,广东省汕头市金平区鮀江街道,广东省汕头市金平区鮀江街道
440511009,大华街道,广东省汕头市金平区大华街道,广东省汕头市金平区大华街道
440511010,石炮台街道,广东省汕头市金平区石炮台街道,广东省汕头市金平区石炮台街道
440511011,东方街道,广东省汕头市金平区东方街道,广东省汕头市金平区东方街道
440511013,金砂街道,广东省汕头市金平区金砂街道,广东省汕头市金平区金砂街道
440511015,广厦街道,广东省汕头市金平区广厦街道,广东省汕头市金平区广厦街道
440511016,岐山街道,广东省汕头市金平区岐山街道,广东省汕头市金平区岐山街道
440511017,月浦街道,广东省汕头市金平区月浦街道,广东省汕头市金平区月浦街道
440511018,小公园街道,广东省汕头市金平区小公园街道,广东省汕头市金平区小公园街道
440511019,金东街道,广东省汕头市金平区金东街道,广东省汕头市金平区金东街道
440511020,光华街道,广东省汕头市金平区光华街道,广东省汕头市金平区光华街道
440511999,不详乡镇,广东省汕头市金平区不详乡镇,广东省汕头市金平区不详乡镇
440512000,濠江区,广东省汕头市濠江区,广东省汕头市濠江区
440512001,礐石街道,广东省汕头市濠江区礐石街道,广东省汕头市濠江区礐石街道
440512002,达濠街道,广东省汕头市濠江区达濠街道,广东省汕头市濠江区达濠街道
440512003,马滘街道,广东省汕头市濠江区马滘街道,广东省汕头市濠江区马滘街道
440512004,广澳街道,广东省汕头市濠江区广澳街道,广东省汕头市濠江区广澳街道
440512005,河浦街道,广东省汕头市濠江区河浦街道,广东省汕头市濠江区河浦街道
440512006,玉新街道,广东省汕头市濠江区玉新街道,广东省汕头市濠江区玉新街道
440512007,滨海街道,广东省汕头市濠江区滨海街道,广东省汕头市濠江区滨海街道
440512999,不详乡镇,广东省汕头市濠江区不详乡镇,广东省汕头市濠江区不详乡镇
440513000,潮阳区,广东省汕头市潮阳区,广东省汕头市潮阳区
440513001,文光街道,广东省汕头市潮阳区文光街道,广东省汕头市潮阳区文光街道
440513002,城南街道,广东省汕头市潮阳区城南街道,广东省汕头市潮阳区城南街道
440513003,棉北街道,广东省汕头市潮阳区棉北街道,广东省汕头市潮阳区棉北街道
440513004,金浦街道,广东省汕头市潮阳区金浦街道,广东省汕头市潮阳区金浦街道
440513101,海门镇,广东省汕头市潮阳区海门镇,广东省汕头市潮阳区海门镇
440513102,和平镇,广东省汕头市潮阳区和平镇,广东省汕头市潮阳区和平镇
440513103,贵屿镇,广东省汕头市潮阳区贵屿镇,广东省汕头市潮阳区贵屿镇
440513104,铜盂镇,广东省汕头市潮阳区铜盂镇,广东省汕头市潮阳区铜盂镇
440513105,谷饶镇,广东省汕头市潮阳区谷饶镇,广东省汕头市潮阳区谷饶镇
440513106,河溪镇,广东省汕头市潮阳区河溪镇,广东省汕头市潮阳区河溪镇
440513107,西胪镇,广东省汕头市潮阳区西胪镇,广东省汕头市潮阳区西胪镇
440513108,关埠镇,广东省汕头市潮阳区关埠镇,广东省汕头市潮阳区关埠镇
440513110,金灶镇,广东省汕头市潮阳区金灶镇,广东省汕头市潮阳区金灶镇
440513999,不详乡镇,广东省汕头市潮阳区不详乡镇,广东省汕头市潮阳区不详乡镇
440514000,潮南区,广东省汕头市潮南区,广东省汕头市潮南区
440514001,峡山街道,广东省汕头市潮南区峡山街道,广东省汕头市潮南区峡山街道
440514101,井都镇,广东省汕头市潮南区井都镇,广东省汕头市潮南区井都镇
440514102,陇田镇,广东省汕头市潮南区陇田镇,广东省汕头市潮南区陇田镇
440514104,成田镇,广东省汕头市潮南区成田镇,广东省汕头市潮南区成田镇
440514105,胪岗镇,广东省汕头市潮南区胪岗镇,广东省汕头市潮南区胪岗镇
440514107,两英镇,广东省汕头市潮南区两英镇,广东省汕头市潮南区两英镇
440514108,司马浦镇,广东省汕头市潮南区司马浦镇,广东省汕头市潮南区司马浦镇
440514109,陈店镇,广东省汕头市潮南区陈店镇,广东省汕头市潮南区陈店镇
440514111,仙城镇,广东省汕头市潮南区仙城镇,广东省汕头市潮南区仙城镇
440514112,红场镇,广东省汕头市潮南区红场镇,广东省汕头市潮南区红场镇
440514113,雷岭镇,广东省汕头市潮南区雷岭镇,广东省汕头市潮南区雷岭镇
440514999,不详乡镇,广东省汕头市潮南区不详乡镇,广东省汕头市潮南区不详乡镇
440515000,澄海区,广东省汕头市澄海区,广东省汕头市澄海区
440515001,凤翔街道,广东省汕头市澄海区凤翔街道,广东省汕头市澄海区凤翔街道
440515002,澄华街道,广东省汕头市澄海区澄华街道,广东省汕头市澄海区澄华街道
440515003,广益街道,广东省汕头市澄海区广益街道,广东省汕头市澄海区广益街道
440515101,东里镇,广东省汕头市澄海区东里镇,广东省汕头市澄海区东里镇
440515102,盐鸿镇,广东省汕头市澄海区盐鸿镇,广东省汕头市澄海区盐鸿镇
440515103,莲华镇,广东省汕头市澄海区莲华镇,广东省汕头市澄海区莲华镇
440515104,溪南镇,广东省汕头市澄海区溪南镇,广东省汕头市澄海区溪南镇
440515105,隆都镇,广东省汕头市澄海区隆都镇,广东省汕头市澄海区隆都镇
440515106,莲上镇,广东省汕头市澄海区莲上镇,广东省汕头市澄海区莲上镇
440515107,莲下镇,广东省汕头市澄海区莲下镇,广东省汕头市澄海区莲下镇
440515108,上华镇,广东省汕头市澄海区上华镇,广东省汕头市澄海区上华镇
440515999,不详乡镇,广东省汕头市澄海区不详乡镇,广东省汕头市澄海区不详乡镇
440523000,南澳县,广东省汕头市南澳县,广东省汕头市南澳县
440523101,后宅镇,广东省汕头市南澳县后宅镇,广东省汕头市南澳县后宅镇
440523102,云澳镇,广东省汕头市南澳县云澳镇,广东省汕头市南澳县云澳镇
440523103,深澳镇,广东省汕头市南澳县深澳镇,广东省汕头市南澳县深澳镇
440523999,不详乡镇,广东省汕头市南澳县不详乡镇,广东省汕头市南澳县不详乡镇
440599000,不详县,广东省汕头市不详县,广东省汕头市不详县
440599999,不详乡镇,广东省汕头市不详县不详乡镇,广东省汕头市不详县不详乡镇
440600000,佛山市,广东省佛山市,广东省佛山市
440604000,禅城区,广东省佛山市禅城区,广东省佛山市禅城区
440604001,祖庙街道,广东省佛山市禅城区祖庙街道,广东省佛山市禅城区祖庙街道
440604002,石湾镇街道,广东省佛山市禅城区石湾镇街道,广东省佛山市禅城区石湾镇街道
440604003,张槎街道,广东省佛山市禅城区张槎街道,广东省佛山市禅城区张槎街道
440604100,南庄镇,广东省佛山市禅城区南庄镇,广东省佛山市禅城区南庄镇
440604999,不详乡镇,广东省佛山市禅城区不详乡镇,广东省佛山市禅城区不详乡镇
440605000,南海区,广东省佛山市南海区,广东省佛山市南海区
440605001,桂城街道,广东省佛山市南海区桂城街道,广东省佛山市南海区桂城街道
440605100,里水镇,广东省佛山市南海区里水镇,广东省佛山市南海区里水镇
440605101,九江镇,广东省佛山市南海区九江镇,广东省佛山市南海区九江镇
440605102,丹灶镇,广东省佛山市南海区丹灶镇,广东省佛山市南海区丹灶镇
440605104,西樵镇,广东省佛山市南海区西樵镇,广东省佛山市南海区西樵镇
440605105,大沥镇,广东省佛山市南海区大沥镇,广东省佛山市南海区大沥镇
440605106,狮山镇,广东省佛山市南海区狮山镇,广东省佛山市南海区狮山镇
440605999,不详乡镇,广东省佛山市南海区不详乡镇,广东省佛山市南海区不详乡镇
440606000,顺德区,广东省佛山市顺德区,广东省佛山市顺德区
440606001,容桂街道,广东省佛山市顺德区容桂街道,广东省佛山市顺德区容桂街道
440606002,伦教街道,广东省佛山市顺德区伦教街道,广东省佛山市顺德区伦教街道
440606003,勒流街道,广东省佛山市顺德区勒流街道,广东省佛山市顺德区勒流街道
440606004,大良街道,广东省佛山市顺德区大良街道,广东省佛山市顺德区大良街道
440606100,陈村镇,广东省佛山市顺德区陈村镇,广东省佛山市顺德区陈村镇
440606101,北滘镇,广东省佛山市顺德区北滘镇,广东省佛山市顺德区北滘镇
440606102,乐从镇,广东省佛山市顺德区乐从镇,广东省佛山市顺德区乐从镇
440606103,龙江镇,广东省佛山市顺德区龙江镇,广东省佛山市顺德区龙江镇
440606104,杏坛镇,广东省佛山市顺德区杏坛镇,广东省佛山市顺德区杏坛镇
440606105,均安镇,广东省佛山市顺德区均安镇,广东省佛山市顺德区均安镇
440606999,不详乡镇,广东省佛山市顺德区不详乡镇,广东省佛山市顺德区不详乡镇
440607000,三水区,广东省佛山市三水区,广东省佛山市三水区
440607001,西南街道,广东省佛山市三水区西南街道,广东省佛山市三水区西南街道
440607004,云东海街道,广东省佛山市三水区云东海街道,广东省佛山市三水区云东海街道
440607101,大塘镇,广东省佛山市三水区大塘镇,广东省佛山市三水区大塘镇
440607103,乐平镇,广东省佛山市三水区乐平镇,广东省佛山市三水区乐平镇
440607104,白坭镇,广东省佛山市三水区白坭镇,广东省佛山市三水区白坭镇
440607105,芦苞镇,广东省佛山市三水区芦苞镇,广东省佛山市三水区芦苞镇
440607106,南山镇,广东省佛山市三水区南山镇,广东省佛山市三水区南山镇
440607392,佛山市公安局强制隔离戒毒所,广东省佛山市三水区佛山市公安局强制隔离戒毒所,广东省佛山市三水区佛山市公安局强制隔离戒毒所
440607393,广东省第二戒毒所,广东省佛山市三水区广东省第二戒毒所,广东省佛山市三水区广东省第二戒毒所
440607394,广东省女子劳教所,广东省佛山市三水区广东省女子劳教所,广东省佛山市三水区广东省女子劳教所
440607395,广东省南丰强制隔离戒毒所,广东省佛山市三水区广东省南丰强制隔离戒毒所,广东省佛山市三水区广东省南丰强制隔离戒毒所
440607396,广东省三水劳教所,广东省佛山市三水区广东省三水劳教所,广东省佛山市三水区广东省三水劳教所
440607999,不详乡镇,广东省佛山市三水区不详乡镇,广东省佛山市三水区不详乡镇
440608000,高明区,广东省佛山市高明区,广东省佛山市高明区
440608001,荷城街道,广东省佛山市高明区荷城街道,广东省佛山市高明区荷城街道
440608103,明城镇,广东省佛山市高明区明城镇,广东省佛山市高明区明城镇
440608107,杨和镇,广东省佛山市高明区杨和镇,广东省佛山市高明区杨和镇
440608108,更合镇,广东省佛山市高明区更合镇,广东省佛山市高明区更合镇
440608999,不详乡镇,广东省佛山市高明区不详乡镇,广东省佛山市高明区不详乡镇
440699000,不详县,广东省佛山市不详县,广东省佛山市不详县
440699999,不详乡镇,广东省佛山市不详县不详乡镇,广东省佛山市不详县不详乡镇
440700000,江门市,广东省江门市,广东省江门市
440703000,蓬江区,广东省江门市蓬江区,广东省江门市蓬江区
440703002,白沙街道,广东省江门市蓬江区白沙街道,广东省江门市蓬江区白沙街道
440703005,潮连街道,广东省江门市蓬江区潮连街道,广东省江门市蓬江区潮连街道
440703006,环市街道,广东省江门市蓬江区环市街道,广东省江门市蓬江区环市街道
440703101,荷塘镇,广东省江门市蓬江区荷塘镇,广东省江门市蓬江区荷塘镇
440703102,杜阮镇,广东省江门市蓬江区杜阮镇,广东省江门市蓬江区杜阮镇
440703103,棠下镇,广东省江门市蓬江区棠下镇,广东省江门市蓬江区棠下镇
440703999,不详乡镇,广东省江门市蓬江区不详乡镇,广东省江门市蓬江区不详乡镇
440704000,江海区,广东省江门市江海区,广东省江门市江海区
440704001,江南街道,广东省江门市江海区江南街道,广东省江门市江海区江南街道
440704004,外海街道,广东省江门市江海区外海街道,广东省江门市江海区外海街道
440704005,礼乐街道,广东省江门市江海区礼乐街道,广东省江门市江海区礼乐街道
440704999,不详乡镇,广东省江门市江海区不详乡镇,广东省江门市江海区不详乡镇
440705000,新会区,广东省江门市新会区,广东省江门市新会区
440705001,会城街道,广东省江门市新会区会城街道,广东省江门市新会区会城街道
440705101,大泽镇,广东省江门市新会区大泽镇,广东省江门市新会区大泽镇
440705103,司前镇,广东省江门市新会区司前镇,广东省江门市新会区司前镇
440705110,沙堆镇,广东省江门市新会区沙堆镇,广东省江门市新会区沙堆镇
440705111,古井镇,广东省江门市新会区古井镇,广东省江门市新会区古井镇
440705112,三江镇,广东省江门市新会区三江镇,广东省江门市新会区三江镇
440705113,睦洲镇,广东省江门市新会区睦洲镇,广东省江门市新会区睦洲镇
440705114,大鳌镇,广东省江门市新会区大鳌镇,广东省江门市新会区大鳌镇
440705119,罗坑镇,广东省江门市新会区罗坑镇,广东省江门市新会区罗坑镇
440705120,双水镇,广东省江门市新会区双水镇,广东省江门市新会区双水镇
440705121,崖门镇,广东省江门市新会区崖门镇,广东省江门市新会区崖门镇
440705999,不详乡镇,广东省江门市新会区不详乡镇,广东省江门市新会区不详乡镇
440781000,台山市,广东省江门市台山市,广东省江门市台山市
440781001,台城街道,广东省江门市台山市台城街道,广东省江门市台山市台城街道
440781101,大江镇,广东省江门市台山市大江镇,广东省江门市台山市大江镇
440781102,水步镇,广东省江门市台山市水步镇,广东省江门市台山市水步镇
440781103,四九镇,广东省江门市台山市四九镇,广东省江门市台山市四九镇
440781105,白沙镇,广东省江门市台山市白沙镇,广东省江门市台山市白沙镇
440781106,三合镇,广东省江门市台山市三合镇,广东省江门市台山市三合镇
440781107,冲蒌镇,广东省江门市台山市冲蒌镇,广东省江门市台山市冲蒌镇
440781108,斗山镇,广东省江门市台山市斗山镇,广东省江门市台山市斗山镇
440781109,都斛镇,广东省江门市台山市都斛镇,广东省江门市台山市都斛镇
440781110,赤溪镇,广东省江门市台山市赤溪镇,广东省江门市台山市赤溪镇
440781111,端芬镇,广东省江门市台山市端芬镇,广东省江门市台山市端芬镇
440781112,广海镇,广东省江门市台山市广海镇,广东省江门市台山市广海镇
440781113,海宴镇,广东省江门市台山市海宴镇,广东省江门市台山市海宴镇
440781114,汶村镇,广东省江门市台山市汶村镇,广东省江门市台山市汶村镇
440781115,深井镇,广东省江门市台山市深井镇,广东省江门市台山市深井镇
440781117,北陡镇,广东省江门市台山市北陡镇,广东省江门市台山市北陡镇
440781120,川岛镇,广东省江门市台山市川岛镇,广东省江门市台山市川岛镇
440781999,不详乡镇,广东省江门市台山市不详乡镇,广东省江门市台山市不详乡镇
440783000,开平市,广东省江门市开平市,广东省江门市开平市
440783001,三埠街道,广东省江门市开平市三埠街道,广东省江门市开平市三埠街道
440783002,长沙街道,广东省江门市开平市长沙街道,广东省江门市开平市长沙街道
440783101,月山镇,广东省江门市开平市月山镇,广东省江门市开平市月山镇
440783102,水口镇,广东省江门市开平市水口镇,广东省江门市开平市水口镇
440783103,沙塘镇,广东省江门市开平市沙塘镇,广东省江门市开平市沙塘镇
440783104,苍城镇,广东省江门市开平市苍城镇,广东省江门市开平市苍城镇
440783105,龙胜镇,广东省江门市开平市龙胜镇,广东省江门市开平市龙胜镇
440783106,大沙镇,广东省江门市开平市大沙镇,广东省江门市开平市大沙镇
440783107,马冈镇,广东省江门市开平市马冈镇,广东省江门市开平市马冈镇
440783108,塘口镇,广东省江门市开平市塘口镇,广东省江门市开平市塘口镇
440783109,赤坎镇,广东省江门市开平市赤坎镇,广东省江门市开平市赤坎镇
440783110,百合镇,广东省江门市开平市百合镇,广东省江门市开平市百合镇
440783111,蚬冈镇,广东省江门市开平市蚬冈镇,广东省江门市开平市蚬冈镇
440783112,金鸡镇,广东省江门市开平市金鸡镇,广东省江门市开平市金鸡镇
440783113,赤水镇,广东省江门市开平市赤水镇,广东省江门市开平市赤水镇
440783999,不详乡镇,广东省江门市开平市不详乡镇,广东省江门市开平市不详乡镇
440784000,鹤山市,广东省江门市鹤山市,广东省江门市鹤山市
440784001,沙坪街道,广东省江门市鹤山市沙坪街道,广东省江门市鹤山市沙坪街道
440784101,龙口镇,广东省江门市鹤山市龙口镇,广东省江门市鹤山市龙口镇
440784102,雅瑶镇,广东省江门市鹤山市雅瑶镇,广东省江门市鹤山市雅瑶镇
440784103,古劳镇,广东省江门市鹤山市古劳镇,广东省江门市鹤山市古劳镇
440784104,桃源镇,广东省江门市鹤山市桃源镇,广东省江门市鹤山市桃源镇
440784105,鹤城镇,广东省江门市鹤山市鹤城镇,广东省江门市鹤山市鹤城镇
440784106,共和镇,广东省江门市鹤山市共和镇,广东省江门市鹤山市共和镇
440784107,址山镇,广东省江门市鹤山市址山镇,广东省江门市鹤山市址山镇
440784108,宅梧镇,广东省江门市鹤山市宅梧镇,广东省江门市鹤山市宅梧镇
440784110,双合镇,广东省江门市鹤山市双合镇,广东省江门市鹤山市双合镇
440784999,不详乡镇,广东省江门市鹤山市不详乡镇,广东省江门市鹤山市不详乡镇
440785000,恩平市,广东省江门市恩平市,广东省江门市恩平市
440785001,恩城街道,广东省江门市恩平市恩城街道,广东省江门市恩平市恩城街道
440785100,横陂镇,广东省江门市恩平市横陂镇,广东省江门市恩平市横陂镇
440785101,圣堂镇,广东省江门市恩平市圣堂镇,广东省江门市恩平市圣堂镇
440785102,良西镇,广东省江门市恩平市良西镇,广东省江门市恩平市良西镇
440785103,沙湖镇,广东省江门市恩平市沙湖镇,广东省江门市恩平市沙湖镇
440785104,牛江镇,广东省江门市恩平市牛江镇,广东省江门市恩平市牛江镇
440785105,君堂镇,广东省江门市恩平市君堂镇,广东省江门市恩平市君堂镇
440785106,大田镇,广东省江门市恩平市大田镇,广东省江门市恩平市大田镇
440785107,那吉镇,广东省江门市恩平市那吉镇,广东省江门市恩平市那吉镇
440785108,大槐镇,广东省江门市恩平市大槐镇,广东省江门市恩平市大槐镇
440785109,东成镇,广东省江门市恩平市东成镇,广东省江门市恩平市东成镇
440785999,不详乡镇,广东省江门市恩平市不详乡镇,广东省江门市恩平市不详乡镇
440799000,不详县,广东省江门市不详县,广东省江门市不详县
440799999,不详乡镇,广东省江门市不详县不详乡镇,广东省江门市不详县不详乡镇
440800000,湛江市,广东省湛江市,广东省湛江市
440802000,赤坎区,广东省湛江市赤坎区,广东省湛江市赤坎区
440802001,中华街道,广东省湛江市赤坎区中华街道,广东省湛江市赤坎区中华街道
440802002,寸金街道,广东省湛江市赤坎区寸金街道,广东省湛江市赤坎区寸金街道
440802003,民主街道,广东省湛江市赤坎区民主街道,广东省湛江市赤坎区民主街道
440802004,中山街道,广东省湛江市赤坎区中山街道,广东省湛江市赤坎区中山街道
440802005,调顺街道,广东省湛江市赤坎区调顺街道,广东省湛江市赤坎区调顺街道
440802006,沙湾街道,广东省湛江市赤坎区沙湾街道,广东省湛江市赤坎区沙湾街道
440802007,南桥街道,广东省湛江市赤坎区南桥街道,广东省湛江市赤坎区南桥街道
440802008,北桥街道,广东省湛江市赤坎区北桥街道,广东省湛江市赤坎区北桥街道
440802999,不详乡镇,广东省湛江市赤坎区不详乡镇,广东省湛江市赤坎区不详乡镇
440803000,霞山区,广东省湛江市霞山区,广东省湛江市霞山区
440803001,解放街道,广东省湛江市霞山区解放街道,广东省湛江市霞山区解放街道
440803002,爱国街道,广东省湛江市霞山区爱国街道,广东省湛江市霞山区爱国街道
440803003,工农街道,广东省湛江市霞山区工农街道,广东省湛江市霞山区工农街道
440803004,友谊街道,广东省湛江市霞山区友谊街道,广东省湛江市霞山区友谊街道
440803005,新兴街道,广东省湛江市霞山区新兴街道,广东省湛江市霞山区新兴街道
440803006,海滨街道,广东省湛江市霞山区海滨街道,广东省湛江市霞山区海滨街道
440803009,建设街道,广东省湛江市霞山区建设街道,广东省湛江市霞山区建设街道
440803010,东新街道,广东省湛江市霞山区东新街道,广东省湛江市霞山区东新街道
440803011,新园街道,广东省湛江市霞山区新园街道,广东省湛江市霞山区新园街道
440803012,海头街道,广东省湛江市霞山区海头街道,广东省湛江市霞山区海头街道
440803096,开发区,广东省湛江市霞山区开发区,广东省湛江市霞山区开发区
440803999,不详乡镇,广东省湛江市霞山区不详乡镇,广东省湛江市霞山区不详乡镇
440804000,坡头区,广东省湛江市坡头区,广东省湛江市坡头区
440804001,南调街道,广东省湛江市坡头区南调街道,广东省湛江市坡头区南调街道
440804002,麻斜街道,广东省湛江市坡头区麻斜街道,广东省湛江市坡头区麻斜街道
440804096,南油,广东省湛江市坡头区南油,广东省湛江市坡头区南油
440804100,南三镇,广东省湛江市坡头区南三镇,广东省湛江市坡头区南三镇
440804101,坡头镇,广东省湛江市坡头区坡头镇,广东省湛江市坡头区坡头镇
440804102,乾塘镇,广东省湛江市坡头区乾塘镇,广东省湛江市坡头区乾塘镇
440804103,龙头镇,广东省湛江市坡头区龙头镇,广东省湛江市坡头区龙头镇
440804104,官渡镇,广东省湛江市坡头区官渡镇,广东省湛江市坡头区官渡镇
440804999,不详乡镇,广东省湛江市坡头区不详乡镇,广东省湛江市坡头区不详乡镇
440811000,麻章区,广东省湛江市麻章区,广东省湛江市麻章区
440811100,麻章镇,广东省湛江市麻章区麻章镇,广东省湛江市麻章区麻章镇
440811101,太平镇,广东省湛江市麻章区太平镇,广东省湛江市麻章区太平镇
440811102,湖光镇,广东省湛江市麻章区湖光镇,广东省湛江市麻章区湖光镇
440811193,硇洲镇,广东省湛江市麻章区硇洲镇,广东省湛江市麻章区硇洲镇
440811194,东简镇,广东省湛江市麻章区东简镇,广东省湛江市麻章区东简镇
440811195,民安镇,广东省湛江市麻章区民安镇,广东省湛江市麻章区民安镇
440811196,东山镇,广东省湛江市麻章区东山镇,广东省湛江市麻章区东山镇
440811999,不详乡镇,广东省湛江市麻章区不详乡镇,广东省湛江市麻章区不详乡镇
440823000,遂溪县,广东省湛江市遂溪县,广东省湛江市遂溪县
440823100,遂城镇,广东省湛江市遂溪县遂城镇,广东省湛江市遂溪县遂城镇
440823101,黄略镇,广东省湛江市遂溪县黄略镇,广东省湛江市遂溪县黄略镇
440823102,洋青镇,广东省湛江市遂溪县洋青镇,广东省湛江市遂溪县洋青镇
440823104,界炮镇,广东省湛江市遂溪县界炮镇,广东省湛江市遂溪县界炮镇
440823106,杨柑镇,广东省湛江市遂溪县杨柑镇,广东省湛江市遂溪县杨柑镇
440823107,城月镇,广东省湛江市遂溪县城月镇,广东省湛江市遂溪县城月镇
440823108,乌塘镇,广东省湛江市遂溪县乌塘镇,广东省湛江市遂溪县乌塘镇
440823109,建新镇,广东省湛江市遂溪县建新镇,广东省湛江市遂溪县建新镇
440823110,岭北镇,广东省湛江市遂溪县岭北镇,广东省湛江市遂溪县岭北镇
440823111,北坡镇,广东省湛江市遂溪县北坡镇,广东省湛江市遂溪县北坡镇
440823112,港门镇,广东省湛江市遂溪县港门镇,广东省湛江市遂溪县港门镇
440823113,草潭镇,广东省湛江市遂溪县草潭镇,广东省湛江市遂溪县草潭镇
440823115,河头镇,广东省湛江市遂溪县河头镇,广东省湛江市遂溪县河头镇
440823116,乐民镇,广东省湛江市遂溪县乐民镇,广东省湛江市遂溪县乐民镇
440823117,江洪镇,广东省湛江市遂溪县江洪镇,广东省湛江市遂溪县江洪镇
440823996,厂场,广东省湛江市遂溪县厂场,广东省湛江市遂溪县厂场
440823999,不详乡镇,广东省湛江市遂溪县不详乡镇,广东省湛江市遂溪县不详乡镇
440825000,徐闻县,广东省湛江市徐闻县,广东省湛江市徐闻县
440825001,徐城街道,广东省湛江市徐闻县徐城街道,广东省湛江市徐闻县徐城街道
440825102,迈陈镇,广东省湛江市徐闻县迈陈镇,广东省湛江市徐闻县迈陈镇
440825103,海安镇,广东省湛江市徐闻县海安镇,广东省湛江市徐闻县海安镇
440825104,曲界镇,广东省湛江市徐闻县曲界镇,广东省湛江市徐闻县曲界镇
440825105,前山镇,广东省湛江市徐闻县前山镇,广东省湛江市徐闻县前山镇
440825106,西连镇,广东省湛江市徐闻县西连镇,广东省湛江市徐闻县西连镇
440825107,下桥镇,广东省湛江市徐闻县下桥镇,广东省湛江市徐闻县下桥镇
440825108,龙塘镇,广东省湛江市徐闻县龙塘镇,广东省湛江市徐闻县龙塘镇
440825109,下洋镇,广东省湛江市徐闻县下洋镇,广东省湛江市徐闻县下洋镇
440825110,锦和镇,广东省湛江市徐闻县锦和镇,广东省湛江市徐闻县锦和镇
440825111,和安镇,广东省湛江市徐闻县和安镇,广东省湛江市徐闻县和安镇
440825112,新寮镇,广东省湛江市徐闻县新寮镇,广东省湛江市徐闻县新寮镇
440825113,南山镇,广东省湛江市徐闻县南山镇,广东省湛江市徐闻县南山镇
440825201,城北乡,广东省湛江市徐闻县城北乡,广东省湛江市徐闻县城北乡
440825204,角尾乡,广东省湛江市徐闻县角尾乡,广东省湛江市徐闻县角尾乡
440825996,徐闻农场,广东省湛江市徐闻县徐闻农场,广东省湛江市徐闻县徐闻农场
440825999,不详乡镇,广东省湛江市徐闻县不详乡镇,广东省湛江市徐闻县不详乡镇
440881000,廉江市,广东省湛江市廉江市,广东省湛江市廉江市
440881001,罗州街道,广东省湛江市廉江市罗州街道,广东省湛江市廉江市罗州街道
440881002,城北街道,广东省湛江市廉江市城北街道,广东省湛江市廉江市城北街道
440881003,城南街道,广东省湛江市廉江市城南街道,广东省湛江市廉江市城南街道
440881101,石城镇,广东省湛江市廉江市石城镇,广东省湛江市廉江市石城镇
440881102,新民镇,广东省湛江市廉江市新民镇,广东省湛江市廉江市新民镇
440881103,吉水镇,广东省湛江市廉江市吉水镇,广东省湛江市廉江市吉水镇
440881104,河唇镇,广东省湛江市廉江市河唇镇,广东省湛江市廉江市河唇镇
440881105,石角镇,广东省湛江市廉江市石角镇,广东省湛江市廉江市石角镇
440881106,良垌镇,广东省湛江市廉江市良垌镇,广东省湛江市廉江市良垌镇
440881109,横山镇,广东省湛江市廉江市横山镇,广东省湛江市廉江市横山镇
440881110,安铺镇,广东省湛江市廉江市安铺镇,广东省湛江市廉江市安铺镇
440881111,营仔镇,广东省湛江市廉江市营仔镇,广东省湛江市廉江市营仔镇
440881112,青平镇,广东省湛江市廉江市青平镇,广东省湛江市廉江市青平镇
440881113,车板镇,广东省湛江市廉江市车板镇,广东省湛江市廉江市车板镇
440881114,高桥镇,广东省湛江市廉江市高桥镇,广东省湛江市廉江市高桥镇
440881115,石岭镇,广东省湛江市廉江市石岭镇,广东省湛江市廉江市石岭镇
440881117,雅塘镇,广东省湛江市廉江市雅塘镇,广东省湛江市廉江市雅塘镇
440881118,石颈镇,广东省湛江市廉江市石颈镇,广东省湛江市廉江市石颈镇
440881119,长山镇,广东省湛江市廉江市长山镇,广东省湛江市廉江市长山镇
440881120,塘蓬镇,广东省湛江市廉江市塘蓬镇,广东省湛江市廉江市塘蓬镇
440881121,和寮镇,广东省湛江市廉江市和寮镇,广东省湛江市廉江市和寮镇
440881992,黎明农场,广东省湛江市廉江市黎明农场,广东省湛江市廉江市黎明农场
440881993,晨光农场,广东省湛江市廉江市晨光农场,广东省湛江市廉江市晨光农场
440881994,红江农场,广东省湛江市廉江市红江农场,广东省湛江市廉江市红江农场
